UID,iso2,iso3,code3,confirmed_us,confirmed_death_us
84047073,US,USA,840,6117,107
84047075,US,USA,840,2712,62
84047077,US,USA,840,3795,76
84047079,US,USA,840,3197,76
84047081,US,USA,840,2844,46
84047083,US,USA,840,1095,33
84047085,US,USA,840,1805,28
84047087,US,USA,840,1323,36
84047089,US,USA,840,6226,125
84047091,US,USA,840,2413,39
84047093,US,USA,840,50954,636
84047095,US,USA,840,1704,26
84047097,US,USA,840,3196,44
84047099,US,USA,840,5963,88
84047101,US,USA,840,1582,26
84047103,US,USA,840,4366,63
84047105,US,USA,840,6146,69
84047111,US,USA,840,3624,78
84047113,US,USA,840,11196,242
84047115,US,USA,840,3129,47
84047117,US,USA,840,4201,58
84047119,US,USA,840,13522,172
84047107,US,USA,840,6522,98
84047109,US,USA,840,2827,54
84047121,US,USA,840,1390,25
84047123,US,USA,840,5858,96
84047125,US,USA,840,20337,227
84047127,US,USA,840,1012,17
84047129,US,USA,840,2503,39
84047131,US,USA,840,4545,96
84080047,US,USA,840,18367,98
84047133,US,USA,840,3020,61
84047135,US,USA,840,1068,28
84047137,US,USA,840,760,24
84047139,US,USA,840,2081,24
84047141,US,USA,840,11410,175
84047143,US,USA,840,4353,75
84047145,US,USA,840,6305,105
84047147,US,USA,840,9776,131
84047149,US,USA,840,43118,436
84047151,US,USA,840,3136,45
84047153,US,USA,840,1707,29
84047155,US,USA,840,13421,175
84047157,US,USA,840,96058,1622
84047159,US,USA,840,2781,39
84047161,US,USA,840,1325,28
84047163,US,USA,840,16864,296
84047165,US,USA,840,24069,349
84047167,US,USA,840,7382,103
84047169,US,USA,840,2502,22
84090047,US,USA,840,16934,134
84047171,US,USA,840,2042,49
84047173,US,USA,840,1907,34
84047175,US,USA,840,852,23
84047177,US,USA,840,5548,81
84047179,US,USA,840,14644,245
84047181,US,USA,840,2965,34
84047183,US,USA,840,4150,65
84047185,US,USA,840,3665,70
84047187,US,USA,840,28063,217
84047189,US,USA,840,18843,236
84048001,US,USA,840,6213,122
84048003,US,USA,840,1816,47
84048005,US,USA,840,8545,280
84048007,US,USA,840,1250,40
84048009,US,USA,840,805,12
84048011,US,USA,840,194,6
84048013,US,USA,840,5763,150
84048015,US,USA,840,2158,35
84048017,US,USA,840,823,19
84048019,US,USA,840,1402,27
84048021,US,USA,840,9463,93
84048023,US,USA,840,298,12
84048025,US,USA,840,3492,72
84048027,US,USA,840,22512,419
84048029,US,USA,840,220054,3518
84048031,US,USA,840,734,20
84048033,US,USA,840,30,2
84048035,US,USA,840,1672,33
84048037,US,USA,840,6993,214
84048039,US,USA,840,37612,498
84048041,US,USA,840,26658,250
84048043,US,USA,840,929,16
84048045,US,USA,840,168,5
84048047,US,USA,840,804,36
84048049,US,USA,840,4254,119
84048051,US,USA,840,2417,48
84048053,US,USA,840,4757,64
84048055,US,USA,840,5639,97
84048057,US,USA,840,2317,23
84048059,US,USA,840,1191,40
84048061,US,USA,840,40630,1634
84048063,US,USA,840,1254,42
84048065,US,USA,840,526,14
84048067,US,USA,840,1921,82
84048069,US,USA,840,988,32
84048071,US,USA,840,4988,26
84048073,US,USA,840,4197,140
84048075,US,USA,840,1380,17
84048077,US,USA,840,1032,16
84048079,US,USA,840,305,15
84048081,US,USA,840,467,12
84048083,US,USA,840,749,33
84048085,US,USA,840,90685,830
84048087,US,USA,840,331,9
84048089,US,USA,840,1727,30
84048091,US,USA,840,10527,296
84048093,US,USA,840,1554,51
84048095,US,USA,840,383,8
84048097,US,USA,840,3727,72
84048099,US,USA,840,7252,86
84048101,US,USA,840,190,7
84048103,US,USA,840,531,12
84048105,US,USA,840,574,15
84048107,US,USA,840,655,29
84048109,US,USA,840,362,11
84048111,US,USA,840,984,25
84048113,US,USA,840,300786,4013
84048115,US,USA,840,1736,69
84048123,US,USA,840,1929,59
84048117,US,USA,840,2815,66
84048119,US,USA,840,320,12
84048121,US,USA,840,75133,753
84048125,US,USA,840,188,10
84048127,US,USA,840,2200,33
84048129,US,USA,840,420,15
84048131,US,USA,840,1256,41
84048133,US,USA,840,1353,49
84048135,US,USA,840,17289,370
84048137,US,USA,840,250,6
84048141,US,USA,840,134925,2677
84048139,US,USA,840,22797,310
84048143,US,USA,840,4189,69
84048145,US,USA,840,2088,32
84048147,US,USA,840,3474,108
84048149,US,USA,840,2720,63
84048151,US,USA,840,300,14
84048153,US,USA,840,853,30
84048155,US,USA,840,122,10
84048157,US,USA,840,67750,669
84048159,US,USA,840,731,26
84048161,US,USA,840,1919,50
84048163,US,USA,840,2870,51
84048165,US,USA,840,1443,43
84048167,US,USA,840,39551,415
84048169,US,USA,840,490,22
84048171,US,USA,840,2552,50
84048173,US,USA,840,104,2
84048175,US,USA,840,449,13
84048177,US,USA,840,2737,57
84048179,US,USA,840,2325,56
84048181,US,USA,840,11299,340
84048183,US,USA,840,11176,353
84048185,US,USA,840,3719,70
84048187,US,USA,840,14760,211
84048189,US,USA,840,6116,155
84048191,US,USA,840,470,14
84048193,US,USA,840,771,27
84048195,US,USA,840,900,24
84048197,US,USA,840,380,12
84048199,US,USA,840,5750,111
84048201,US,USA,840,395655,6286
84048203,US,USA,840,4863,109
84048205,US,USA,840,641,2
84048207,US,USA,840,445,27
84048209,US,USA,840,20660,241
84048211,US,USA,840,585,2
84048213,US,USA,840,5908,188
84048215,US,USA,840,89563,2839
84048217,US,USA,840,4502,108
84048219,US,USA,840,2827,103
84048221,US,USA,840,6558,129
84048223,US,USA,840,3108,109
84048225,US,USA,840,1640,52
84048227,US,USA,840,4641,101
84048229,US,USA,840,531,11
84048231,US,USA,840,6010,168
84048233,US,USA,840,2025,71
84048235,US,USA,840,127,1
84048237,US,USA,840,607,16
84048239,US,USA,840,1827,31
84048241,US,USA,840,2483,90
84048243,US,USA,840,190,5
84048245,US,USA,840,19669,425
84048247,US,USA,840,613,16
84048249,US,USA,840,4282,101
84048251,US,USA,840,19795,367
84048253,US,USA,840,2615,55
84048255,US,USA,840,2116,37
84048257,US,USA,840,16081,258
84048259,US,USA,840,3304,72
84048261,US,USA,840,39,2
84048263,US,USA,840,106,2
84048265,US,USA,840,4500,88
84048267,US,USA,840,265,6
84048269,US,USA,840,11,0
84048271,US,USA,840,347,6
84048273,US,USA,840,2645,93
84048275,US,USA,840,258,17
84048283,US,USA,840,1047,28
84048277,US,USA,840,5832,155
84048279,US,USA,840,2299,82
84048281,US,USA,840,2187,33
84048285,US,USA,840,2483,76
84048287,US,USA,840,2197,39
84048289,US,USA,840,1636,43
84048291,US,USA,840,7861,184
84048293,US,USA,840,2789,77
84048295,US,USA,840,345,12
84048297,US,USA,840,1132,22
84048299,US,USA,840,1666,51
84048301,US,USA,840,2,0
84048303,US,USA,840,49079,786
84048305,US,USA,840,619,23
84048313,US,USA,840,1966,29
84048315,US,USA,840,538,33
84048317,US,USA,840,634,19
84048319,US,USA,840,400,6
84048321,US,USA,840,4090,109
84048323,US,USA,840,10441,356
84048307,US,USA,840,573,19
84048309,US,USA,840,27183,471
84048311,US,USA,840,83,5
84048325,US,USA,840,5016,103
84048327,US,USA,840,211,9
84048329,US,USA,840,17541,268
84048331,US,USA,840,2531,48
84048333,US,USA,840,656,21
84048335,US,USA,840,605,30
84048337,US,USA,840,2087,71
84048339,US,USA,840,53338,570
84048341,US,USA,840,2729,72
84048343,US,USA,840,871,33
84048345,US,USA,840,115,8
84048347,US,USA,840,4535,169
84048349,US,USA,840,5801,141
84048351,US,USA,840,625,35
84048353,US,USA,840,1538,51
84048355,US,USA,840,42315,808
84048357,US,USA,840,1162,27
84048359,US,USA,840,276,4
84048361,US,USA,840,8513,147
84080048,US,USA,840,0,0
84048363,US,USA,840,2900,75
84048365,US,USA,840,1612,75
84048367,US,USA,840,15752,181
84048369,US,USA,840,1274,35
84048371,US,USA,840,1663,34
84048373,US,USA,840,3282,114
84048375,US,USA,840,17424,449
84048377,US,USA,840,819,24
84048379,US,USA,840,801,25
84048381,US,USA,840,16762,283
84048383,US,USA,840,382,8
84048385,US,USA,840,311,12
84048387,US,USA,840,695,37
84048389,US,USA,840,1845,43
84048391,US,USA,840,666,22
84048393,US,USA,840,61,1
84048395,US,USA,840,2146,43
84048397,US,USA,840,11535,153
84048399,US,USA,840,1291,37
84048401,US,USA,840,3968,107
84048403,US,USA,840,524,45
84048405,US,USA,840,573,32
84048407,US,USA,840,1304,38
84048409,US,USA,840,4360,150
84048411,US,USA,840,781,23
84048413,US,USA,840,236,6
84048415,US,USA,840,2422,62
84048417,US,USA,840,273,5
84048419,US,USA,840,1679,67
84048421,US,USA,840,232,12
84048423,US,USA,840,20286,469
84048425,US,USA,840,1080,14
84048427,US,USA,840,9514,297
84048429,US,USA,840,802,26
84048431,US,USA,840,108,4
84048433,US,USA,840,156,6
84048435,US,USA,840,469,8
84048437,US,USA,840,839,17
84048439,US,USA,840,258519,3456
84048441,US,USA,840,15723,408
84048443,US,USA,840,75,2
84048445,US,USA,840,1692,56
84048447,US,USA,840,73,5
84048449,US,USA,840,3717,83
84048451,US,USA,840,16819,269
84048453,US,USA,840,83062,1007
84048455,US,USA,840,757,26
84048457,US,USA,840,1326,39
84090048,US,USA,840,0,0
84048459,US,USA,840,3276,75
84048461,US,USA,840,370,10
84048463,US,USA,840,3575,72
84048465,US,USA,840,7860,221
84048467,US,USA,840,4327,117
84048469,US,USA,840,8777,209
84048471,US,USA,840,8805,126
84048473,US,USA,840,4150,46
84048475,US,USA,840,1193,24
84048477,US,USA,840,4073,93
84048479,US,USA,840,43738,788
84048481,US,USA,840,4120,115
84048483,US,USA,840,544,10
84048485,US,USA,840,15019,377
84048487,US,USA,840,1912,55
84048489,US,USA,840,2992,88
84048491,US,USA,840,46131,469
84048493,US,USA,840,4510,68
84048495,US,USA,840,769,21
84048497,US,USA,840,7334,121
84048499,US,USA,840,3436,128
84048501,US,USA,840,873,27
84048503,US,USA,840,2167,44
84048505,US,USA,840,1767,36
84048507,US,USA,840,1859,41
84070015,US,USA,840,21671,100
84049001,US,USA,840,0,0
84049003,US,USA,840,0,0
84049005,US,USA,840,0,0
84049007,US,USA,840,0,0
84070016,US,USA,840,8923,68
84049009,US,USA,840,0,0
84049011,US,USA,840,38052,169
84049013,US,USA,840,0,0
84049015,US,USA,840,0,0
84049017,US,USA,840,0,0
84049019,US,USA,840,0,0
84049021,US,USA,840,0,0
84049023,US,USA,840,0,0
84049025,US,USA,840,0,0
84049027,US,USA,840,0,0
84049029,US,USA,840,0,0
84080049,US,USA,840,0,0
84049031,US,USA,840,0,0
84049033,US,USA,840,0,0
84049035,US,USA,840,149226,861
84049037,US,USA,840,1903,37
84049039,US,USA,840,0,0
84049041,US,USA,840,0,0
84070017,US,USA,840,3509,27
84070018,US,USA,840,28861,268
84049043,US,USA,840,5540,12
84049045,US,USA,840,7261,42
84070019,US,USA,840,4049,36
84049047,US,USA,840,0,0
84090049,US,USA,840,912,0
84049049,US,USA,840,95940,382
84049051,US,USA,840,4641,21
84049053,US,USA,840,0,0
84049055,US,USA,840,0,0
84049057,US,USA,840,0,0
84070020,US,USA,840,30295,213
84050001,US,USA,840,1034,8
84050003,US,USA,840,1990,14
84050005,US,USA,840,1028,6
84050007,US,USA,840,7424,102
84050009,US,USA,840,281,2
84050011,US,USA,840,1989,39
84050013,US,USA,840,210,2
84050015,US,USA,840,867,3
84050017,US,USA,840,784,3
84050019,US,USA,840,1222,11
84080050,US,USA,840,0,0
84050021,US,USA,840,2175,20
84090050,US,USA,840,19,0
84050023,US,USA,840,1832,15
84050025,US,USA,840,1348,14
84050027,US,USA,840,1403,12
850,VI,VIR,850,3233,27
84051001,US,USA,840,2826,41
84051003,US,USA,840,5760,83
84051510,US,USA,840,11759,134
84051005,US,USA,840,1338,48
84051007,US,USA,840,897,32
84051009,US,USA,840,2920,36
84051011,US,USA,840,1592,25
84051013,US,USA,840,15239,254
84051015,US,USA,840,5787,71
84051017,US,USA,840,270,10
84051019,US,USA,840,6356,99
84051021,US,USA,840,676,10
84051023,US,USA,840,2524,36
84051520,US,USA,840,1504,33
84051025,US,USA,840,1312,22
84051027,US,USA,840,1424,40
84051029,US,USA,840,2129,30
84051530,US,USA,840,904,20
84051031,US,USA,840,4475,86
84051033,US,USA,840,2593,36
84051035,US,USA,840,2653,70
84051036,US,USA,840,500,16
84051037,US,USA,840,861,18
84051540,US,USA,840,4010,56
84051550,US,USA,840,20853,292
84051041,US,USA,840,27665,428
84051043,US,USA,840,977,19
84051570,US,USA,840,1707,61
84051580,US,USA,840,597,13
84051045,US,USA,840,311,5
84051047,US,USA,840,4624,62
84051049,US,USA,840,488,9
84051590,US,USA,840,4390,135
84051051,US,USA,840,934,15
84051053,US,USA,840,2118,43
84051595,US,USA,840,669,42
84051057,US,USA,840,761,9
84051059,US,USA,840,76460,1077
84051600,US,USA,840,556,19
84051610,US,USA,840,430,9
84051061,US,USA,840,4651,66
84051063,US,USA,840,853,21
84051065,US,USA,840,1914,18
84051067,US,USA,840,4032,76
84051620,US,USA,840,1131,32
84051069,US,USA,840,7939,100
84051630,US,USA,840,2122,23
84051640,US,USA,840,1164,52
84051071,US,USA,840,1278,22
84051073,US,USA,840,2194,48
84051075,US,USA,840,1438,23
84051077,US,USA,840,1462,35
84051079,US,USA,840,1258,18
84051081,US,USA,840,1575,25
84051083,US,USA,840,2804,77
84051650,US,USA,840,10428,177
84051085,US,USA,840,8030,155
84051660,US,USA,840,6477,95
84051087,US,USA,840,25257,608
84051089,US,USA,840,4575,122
84051091,US,USA,840,109,1
84051670,US,USA,840,2578,72
84051093,US,USA,840,3136,68
84051095,US,USA,840,4587,72
84051099,US,USA,840,1692,20
84051101,US,USA,840,1218,11
84051097,US,USA,840,396,8
84051103,US,USA,840,713,16
84051105,US,USA,840,2422,47
84051678,US,USA,840,1198,32
84051107,US,USA,840,27686,276
84051109,US,USA,840,1967,32
84051111,US,USA,840,763,13
84051680,US,USA,840,7744,149
84051113,US,USA,840,615,16
84051683,US,USA,840,4296,47
84051685,US,USA,840,1217,11
84051690,US,USA,840,1595,76
84051115,US,USA,840,597,12
84051117,US,USA,840,2298,67
84051119,US,USA,840,572,20
84051121,US,USA,840,9363,95
84051125,US,USA,840,892,12
84051127,US,USA,840,1486,17
84051700,US,USA,840,13932,226
84051710,US,USA,840,17594,256
84051131,US,USA,840,805,36
84051133,US,USA,840,743,20
84051720,US,USA,840,282,7
84051135,US,USA,840,1911,48
84051137,US,USA,840,2181,38
84080051,US,USA,840,0,0
84051139,US,USA,840,2035,57
84051141,US,USA,840,1350,43
84051730,US,USA,840,3858,84
84051143,US,USA,840,5533,80
84051735,US,USA,840,873,16
84051740,US,USA,840,9038,192
84051145,US,USA,840,1908,16
84051147,US,USA,840,2146,34
84051149,US,USA,840,3523,28
84051153,US,USA,840,45064,489
84051155,US,USA,840,2631,61
84051750,US,USA,840,2139,18
84051157,US,USA,840,354,2
84051159,US,USA,840,1511,15
84051760,US,USA,840,16940,259
84051161,US,USA,840,8232,144
84051770,US,USA,840,8441,192
84051163,US,USA,840,1525,46
84051165,US,USA,840,6739,107
84051167,US,USA,840,2258,38
84051775,US,USA,840,2154,47
84051169,US,USA,840,1827,54
84051171,US,USA,840,4300,131
84051173,US,USA,840,2945,92
84051175,US,USA,840,1973,56
84051177,US,USA,840,9928,117
84051179,US,USA,840,11239,79
84051790,US,USA,840,2527,71
84051800,US,USA,840,7891,188
84051181,US,USA,840,423,9
84051183,US,USA,840,1185,21
84051185,US,USA,840,3623,69
84090051,US,USA,840,0,0
84051810,US,USA,840,35797,395
84051187,US,USA,840,2943,55
84051191,US,USA,840,4895,108
84051820,US,USA,840,2370,38
84051193,US,USA,840,1281,26
84051830,US,USA,840,764,13
84051840,US,USA,840,2858,45
84051195,US,USA,840,3177,96
84051197,US,USA,840,2642,78
84051199,US,USA,840,3727,52
84053001,US,USA,840,2127,22
84053003,US,USA,840,1441,28
84053005,US,USA,840,16905,220
84053007,US,USA,840,6681,66
84053009,US,USA,840,1270,9
84053011,US,USA,840,23536,264
84053013,US,USA,840,120,5
84053015,US,USA,840,5889,87
84053017,US,USA,840,3570,22
84053019,US,USA,840,342,4
84053021,US,USA,840,12344,110
84053023,US,USA,840,122,5
84053025,US,USA,840,8823,74
84053027,US,USA,840,3954,64
84053029,US,USA,840,1725,30
84053031,US,USA,840,406,3
84053033,US,USA,840,105690,1538
84053035,US,USA,840,7998,108
84053037,US,USA,840,2951,33
84053039,US,USA,840,737,9
84053041,US,USA,840,4496,66
84053043,US,USA,840,503,8
84053045,US,USA,840,2709,29
84053047,US,USA,840,2500,39
84080053,US,USA,840,0,0
84053049,US,USA,840,918,10
84053051,US,USA,840,751,9
84053053,US,USA,840,51556,662
84053055,US,USA,840,175,0
84053057,US,USA,840,5589,70
84053059,US,USA,840,345,1
84053061,US,USA,840,37277,574
84053063,US,USA,840,42493,635
84053065,US,USA,840,2139,27
84053067,US,USA,840,9396,101
84090053,US,USA,840,1487,3
84053069,US,USA,840,110,0
84053071,US,USA,840,5050,65
84053073,US,USA,840,8855,93
84053075,US,USA,840,4222,48
84053077,US,USA,840,29728,452
84054001,US,USA,840,1432,27
84054003,US,USA,840,12347,123
84054005,US,USA,840,2023,34
84054007,US,USA,840,930,3
84054009,US,USA,840,2194,60
84054011,US,USA,840,8681,171
84054013,US,USA,840,326,0
84054015,US,USA,840,499,9
84054017,US,USA,840,595,6
84054019,US,USA,840,3437,76
84054021,US,USA,840,854,5
84054023,US,USA,840,1276,27
84054025,US,USA,840,2798,61
84054027,US,USA,840,1810,34
84054029,US,USA,840,2800,89
84054031,US,USA,840,1524,24
84054033,US,USA,840,5713,76
84054035,US,USA,840,2116,61
84054037,US,USA,840,4603,51
84054039,US,USA,840,14918,342
84054041,US,USA,840,1194,20
84054043,US,USA,840,1472,22
84054045,US,USA,840,3107,94
84054049,US,USA,840,4433,48
84054051,US,USA,840,3446,77
84054053,US,USA,840,2002,36
84054047,US,USA,840,1565,23
84054055,US,USA,840,4815,115
84054057,US,USA,840,2854,86
84054059,US,USA,840,2568,40
84054061,US,USA,840,9189,84
84054063,US,USA,840,1135,17
84054065,US,USA,840,1174,20
84054067,US,USA,840,1685,19
84054069,US,USA,840,4208,84
84080054,US,USA,840,0,0
84054071,US,USA,840,702,9
84054073,US,USA,840,881,11
84054075,US,USA,840,663,11
84054077,US,USA,840,2867,46
84054079,US,USA,840,5140,91
84054081,US,USA,840,6760,85
84054083,US,USA,840,2588,12
84054085,US,USA,840,703,11
84054087,US,USA,840,631,9
84054089,US,USA,840,820,22
84054091,US,USA,840,1228,23
84054093,US,USA,840,527,10
84054095,US,USA,840,708,10
84090054,US,USA,840,0,0
84054097,US,USA,840,1864,33
84054099,US,USA,840,3089,41
84054101,US,USA,840,482,7
84054103,US,USA,840,1332,29
84054105,US,USA,840,424,3
84054107,US,USA,840,7757,168
84054109,US,USA,840,1986,39
84055001,US,USA,840,1933,17
84055003,US,USA,840,1360,15
84055005,US,USA,840,5959,83
84055007,US,USA,840,1266,19
84055009,US,USA,840,35172,289
84055011,US,USA,840,1394,7
84055013,US,USA,840,1520,22
84055015,US,USA,840,6460,55
84055017,US,USA,840,7567,96
84055019,US,USA,840,3658,62
84055021,US,USA,840,5829,69
84055023,US,USA,840,1782,17
84055025,US,USA,840,46116,328
84055027,US,USA,840,12783,185
84055029,US,USA,840,2824,28
84055031,US,USA,840,4838,54
84055033,US,USA,840,5058,32
84055035,US,USA,840,11873,119
84055037,US,USA,840,501,12
84055039,US,USA,840,13647,121
84055041,US,USA,840,1039,26
84055043,US,USA,840,5685,92
84055045,US,USA,840,3621,24
84055047,US,USA,840,2012,22
84055049,US,USA,840,2116,11
84055051,US,USA,840,697,40
84055053,US,USA,840,2692,28
84055055,US,USA,840,9587,132
84055057,US,USA,840,3287,27
84055059,US,USA,840,18358,324
84055061,US,USA,840,2697,35
84055063,US,USA,840,13562,87
84055065,US,USA,840,1715,9
84055067,US,USA,840,2167,46
84055069,US,USA,840,3276,92
84055071,US,USA,840,8802,89
84055073,US,USA,840,16199,225
84055075,US,USA,840,4619,70
84055077,US,USA,840,1562,28
84055078,US,USA,840,812,11
84055079,US,USA,840,115987,1354
84055081,US,USA,840,4648,38
84055083,US,USA,840,5012,64
84055085,US,USA,840,3791,77
84080055,US,USA,840,0,0
84055087,US,USA,840,23597,222
84055089,US,USA,840,9175,94
84055091,US,USA,840,881,7
84055093,US,USA,840,4940,43
84055095,US,USA,840,4636,57
84055097,US,USA,840,7328,72
84055099,US,USA,840,1336,7
84055101,US,USA,840,24845,376
84055103,US,USA,840,1377,15
84055105,US,USA,840,17935,195
84055107,US,USA,840,1369,18
84055111,US,USA,840,6101,54
84055113,US,USA,840,1747,26
84055115,US,USA,840,5281,83
84055117,US,USA,840,14651,153
84055109,US,USA,840,9553,60
84055119,US,USA,840,2106,32
84055121,US,USA,840,3644,45
84090055,US,USA,840,0,0
84055123,US,USA,840,1992,42
84055125,US,USA,840,2397,41
84055127,US,USA,840,12302,159
84055129,US,USA,840,1550,22
84055131,US,USA,840,16737,168
84055133,US,USA,840,48689,581
84055135,US,USA,840,6020,164
84055137,US,USA,840,2501,37
84055139,US,USA,840,21244,219
84055141,US,USA,840,7557,93
84056001,US,USA,840,4373,12
84056003,US,USA,840,1155,33
84056005,US,USA,840,4864,60
84056007,US,USA,840,1590,23
84056009,US,USA,840,1002,17
84056011,US,USA,840,432,12
84056013,US,USA,840,5182,84
84056015,US,USA,840,1211,24
84056017,US,USA,840,368,3
84056019,US,USA,840,718,10
84056021,US,USA,840,9183,114
84056023,US,USA,840,1409,12
84056025,US,USA,840,7997,136
84056027,US,USA,840,161,2
84080056,US,USA,840,0,0
84056029,US,USA,840,2742,30
84056031,US,USA,840,625,11
84056033,US,USA,840,3167,31
84056035,US,USA,840,789,7
84056037,US,USA,840,4313,38
84056039,US,USA,840,3758,9
84056041,US,USA,840,2232,13
84090056,US,USA,840,0,0
84056043,US,USA,840,913,26
84056045,US,USA,840,651,5
